Provinsi,Kabupaten,Nama SKPD,Jenis Barang,Kode Barang,No,Tanggal Beli,Nama Barang,Satuan,Jumlah,Harga,Total Harga
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,580,494.,2017-11-30,"Salbutamol cairan ih 0,1% (Ventolin Nebules)",Vial,600,11300,6780000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,606,495.,2017-10-03,Salbutamol syrup 2 mg/5 ml,Botol,375,4916,1843500
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,615,496.,2017-01-03,Salep 2-4,Pot,148,2200,325600
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,615,497.,2017-01-03,Salep 2-4,Pot,120,2797,335640
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,623,498.,2017-01-03,Salep Lavertrans,Pot,339,7500,2542500
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,635,499.,2017-01-03,Sefadroksil 500 mg,Kapsul,131,529,69299
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,635,500.,2017-01-03,Sefadroksil 500 mg,Kapsul,40,529,21160
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,640,501.,2017-01-03,Sefadroksil syrup 125 mg/5 ml,Botol,100,5286,528600
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,655,502.,2017-01-03,Sefiksim syrup kering 100 mg/5 ml,Botol,29,5286,153294
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,663,503.,2017-11-27,Sefotaksim inj 1 g,Vial,188,5995,1127060
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,839,504.,2017-01-03,Serum Anti Bisa Ular Polivalen inj 5ml,Vial,6,473000,2838000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,839,505.,2017-09-29,Serum Anti Bisa Ular Polivalen inj 5ml,Vial,10,462000,4620000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,847,506.,2017-09-29,Serum Anti Tetanus 1500 UI / biosat,Ampul,7,126500,885500
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,688,507.,2017-01-03,Sianokobalamin inj 500 mcg,Ampul,1238,1110,1374180
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,688,508.,2017-01-03,Sianokobalamin inj 500 mcg,Ampul,300,1226,367800
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,698,509.,2017-01-03,Sianokobalamin tab 50 mcg,Tablet,37738,32,1207616
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,698,510.,2017-01-03,Sianokobalamin tab 50 mcg,Tablet,300,75,22500
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,702,511.,2017-01-03,Simetidin 200 mg,Tablet,227,114,25878
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,702,512.,2017-01-03,Simetidin 200 mg,Tablet,225,114,25650
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,678,513.,2017-01-03,Simvastatin 10 mg,Tablet,9376,135,1265760
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,678,514.,2017-10-03,Simvastatin 10 mg,Tablet,50010,113,5651130
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,678,515.,2017-10-16,Simvastatin 10 mg,Tablet,24000,113,2712000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,2778,516.,2017-01-03,Simvastatin 20 mg,Tablet,1010,252,254520
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,719,517.,2017-01-03,Siprofloksazin 250 mg,Tablet,5000,261,1305000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,729,518.,2017-01-03,Siprofloksazin 500 mg,Tablet,21879,298,6519942
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,729,519.,2017-10-03,Siprofloksazin 500 mg,Tablet,20000,254,5080000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,764,520.,2017-01-03,Supralivron,Tablet,258,423,109134
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,776,521.,2017-01-03,Taburia,Sachset,25,660,16500
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,5151,522.,2017-09-06,Td,Vial,2,16500,33000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,5151,523.,2017-09-06,Td,Vial,20,16500,330000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,5151,524.,2017-10-13,Td,Vial,310,16500,5115000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,5151,525.,2017-12-08,Td,Vial,300,16500,4950000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,783,526.,2017-01-03,Tensigard,Kapsul,480,2126,1020480
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,801,527.,2017-01-03,"Tetrakain tetes mata 0,5 %",Botol,2,11500,23000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,801,528.,2017-01-03,"Tetrakain tetes mata 0,5 %",Botol,30,11500,345000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,801,529.,2017-11-30,"Tetrakain tetes mata 0,5 %",Botol,23,17385,399855
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,801,530.,2017-11-30,"Tetrakain tetes mata 0,5 %",Botol,1,17345,17345
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,807,531.,2017-01-03,Tetrasiklin 250 mg,Kapsul,400,174,69600
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,811,532.,2017-01-03,Tetrasiklin 500 mg,Kapsul,370,325,120250
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,811,533.,2017-01-03,Tetrasiklin 500 mg,Kapsul,500,329,164500
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,822,534.,2017-01-03,Thiamin (Vitamin B1) inj 100 mg/ml,Ampul,199,1045,207955
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,501,535.,2017-01-03,Thiamin (Vitamin B1) tab 50 mg,Tablet,40181,38,1526878
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,530,536.,2017-01-03,Tiamfenikol 500 mg/Thiamex,Kapsul,4402,1446,6365292
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,559,537.,2017-01-03,Tramadol 50 mg,Tablet,730,328,239440
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,579,538.,2017-02-09,Trihexyfenidil 2 mg/ Hexymer,Tablet,1135,422,478970
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,579,539.,2017-11-30,Trihexyfenidil 2 mg/ Hexymer,Tablet,50000,80,4000000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,597,540.,2017-01-03,Trombophop gel 10 gram,Tube,53,69646,3691238
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,597,541.,2017-12-11,Trombophop gel 10 gram,Tube,150,39848,5977200
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,605,542.,2017-01-03,Trombophop gel 20 gram,Tube,21,51800,1087800
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,605,543.,2017-11-06,Trombophop gel 20 gram,Tube,100,66000,6600000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,7784,544.,2017-01-03,Urine bag (Bahan Obat-Obatan),pcs,36,4000,144000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,861,545.,2017-10-25,Vaksin Rabies Vero,Syringe,19,78500,1491500
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,861,546.,2017-12-19,Vaksin Rabies Vero,Syringe,24,78500,1884000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,639,547.,2017-01-03,Vitamin B kompleks,Tablet,105132,132,13877424
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,639,548.,2017-10-02,Vitamin B kompleks,Tablet,150000,132,19800000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,651,549.,2017-01-03,Voltadex gel,Tube,4,15125,60500
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,651,550.,2017-12-11,Voltadex gel,Tube,150,24668,3700200
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,709,551.,2017-01-03,Zinc drop 10 mg/ml,Botol,399,11700,4668300
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,709,552.,2017-09-04,Zinc drop 10 mg/ml,Botol,500,6600,3300000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,676,553.,2017-01-03,Zinc syr 20 mg/5ml,Botol,636,6500,4134000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,676,554.,2017-08-10,Zinc syr 20 mg/5ml,Botol,1500,4959,7438500
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,685,555.,2017-01-03,Zinc tablet 20 mg,Tablet,14411,592,8531312
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,685,556.,2017-09-12,Zinc tablet 20 mg,Tablet,200,0,0
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,685,557.,2017-11-30,Zinc tablet 20 mg,Tablet,20000,591,11820000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,10448,558.,2017-10-03,asam asetilsalisilat 80 mg,Tablet,2500,94,235000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,10447,559.,2017-06-21,"besi fumarat 180 mg + asam 0,4 mg (tambah darah)",Tablet,115122,410,47200020
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,10447,560.,2017-07-26,"besi fumarat 180 mg + asam 0,4 mg (tambah darah)",Tablet,50010,367,18353670
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,10447,561.,2017-10-16,"besi fumarat 180 mg + asam 0,4 mg (tambah darah)",Tablet,458130,410,187833300
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,10598,562.,2017-12-11,dextrofen syrup,Botol,1750,11550,20212500
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,10449,563.,2017-12-11,hustab,Tablet,9900,438,4336200
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,10460,564.,2017-08-15,polio IPV 5 dosis,Vial,64,153736,9839104
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,10460,565.,2017-09-06,polio IPV 5 dosis,Vial,111,153736,17064696
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,10460,566.,2017-12-08,polio IPV 5 dosis,Vial,142,153736,21830512
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,10461,567.,2017-07-11,vaksin haji menivax ACYW,Paket,1,214500,214500
