SKPD,DINAS KESEHATANANY,,,,,,,,,,
Jenis Barang,"Bahan Obat-Obatan,Bahan Habis Pakai Alat Medik / Bahan dan Alat Kesehatan Habis Pakai,Bahan LaboratoriumANY",,,,,,,,,,
Nama Barang,ANY,,,,,,,,,,
,,,,,,,,,,,
Provinsi,Kabupaten,Nama SKPD,Jenis Barang,Kode Barang,No,Tanggal Beli,Nama Barang,Satuan,Jumlah,Harga,Total Harga
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,916,427.,2020-01-03,Parasetamol drop 100 mg/ml,Botol,263,7646,2010898
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,916,428.,2020-11-24,Parasetamol drop 100 mg/ml,Botol,2000,7646,15292000
,,,,,,,,,Total:2.263,,Total:17.302.898
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,922,429.,2020-01-03,Parasetamol syrup 120 mg/5 ml,Botol,4973,6050,30086650
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,922,430.,2020-07-21,Parasetamol syrup 120 mg/5 ml,Botol,2000,4200,8400000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,922,431.,2020-12-10,Parasetamol syrup 120 mg/5 ml,Botol,3500,6049,21171500
,,,,,,,,,Total:10.473,,Total:59.658.150
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,509,432.,2020-01-03,Pehacain inj,ampul,700,3381,2366700
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,509,433.,2020-01-03,Pehacain inj,ampul,1,3685,3685
,,,,,,,,,Total:701,,Total:2.370.385
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,554,434.,2020-01-03,Perak Sulfadiazin krim  1 % Burnazin krim,Tube,149,20700,3084300
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,554,435.,2020-07-30,Perak Sulfadiazin krim  1 % Burnazin krim,Tube,200,20700,4140000
,,,,,,,,,Total:349,,Total:7.224.300
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,654,436.,2020-01-03,Permetrin Krim 5 % Scabimite Krim 10,Tube,165,11825,1951125
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,654,437.,2020-01-03,Permetrin Krim 5 % Scabimite Krim 10,Tube,500,11825,5912500
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,654,438.,2020-07-28,Permetrin Krim 5 % Scabimite Krim 10,Tube,1080,11825,12771000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,654,439.,2020-08-25,Permetrin Krim 5 % Scabimite Krim 10,Tube,120,11825,1419000
,,,,,,,,,Total:1.865,,Total:22.053.625
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,2854,440.,2020-01-03,Piracetam 3 gr inj,Ampul,40,23100,924000
,,,,,,,,,Total:40,,Total:924.000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,817,441.,2020-01-03,Pirantel 125 mg,Tablet,1416,331,468696
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,817,442.,2020-01-03,Pirantel 125 mg,Tablet,1500,353,529500
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,817,443.,2020-10-05,Pirantel 125 mg,Tablet,1500,353,529500
,,,,,,,,,Total:4.416,,Total:1.527.696
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,796,444.,2020-01-03,Pirantel syrup 125 mg / 5 mg,Botol,134,11791,1579994
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,796,445.,2020-09-02,Pirantel syrup 125 mg / 5 mg,Botol,250,11791,2947750
,,,,,,,,,Total:384,,Total:4.527.744
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,745,446.,2020-12-10,Pirasetam 400 mg,Tablet,1,941,941
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,745,447.,2020-12-10,Pirasetam 400 mg,Tablet,1999,541,1081459
,,,,,,,,,Total:2.000,,Total:1.082.400
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,858,448.,2020-01-03,Piridoksin Tab 10 mg / Vitamin B6,Tablet,20909,150,3136350
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,858,449.,2020-01-03,Piridoksin Tab 10 mg / Vitamin B6,Tablet,5000,150,750000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,858,450.,2020-10-05,Piridoksin Tab 10 mg / Vitamin B6,Tablet,50000,150,7500000
,,,,,,,,,Total:75.909,,Total:11.386.350
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,883,451.,2020-01-03,Polikresulen / Abotyl / Aptil,Botol,1,31625,31625
,,,,,,,,,Total:1,,Total:31.625
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,980,452.,2020-01-03,Prednison 5 mg,Tablet,3662,74,270988
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,980,453.,2020-01-03,Prednison 5 mg,Tablet,15000,79,1185000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,980,454.,2020-09-02,Prednison 5 mg,Tablet,10000,79,790000
,,,,,,,,,Total:28.662,,Total:2.245.988
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,970,455.,2020-01-03,Primaquin 15 mg,Tablet,199,253,50347
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,970,456.,2020-05-11,Primaquin 15 mg,Tablet,200,253,50600
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,970,457.,2020-07-08,Primaquin 15 mg,Tablet,400,253,101200
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,970,458.,2020-11-19,Primaquin 15 mg,Tablet,800,242,193600
,,,,,,,,,Total:1.599,,Total:395.747
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,987,459.,2020-01-03,Propanolol 10 mg,Tablet,6439,59,379901
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,987,460.,2020-01-03,Propanolol 10 mg,Tablet,7000,63,441000
,,,,,,,,,Total:13.439,,Total:820.901
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,992,461.,2020-01-03,Propilitiourasi 100 mg,Tablet,1927,546,1052142
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,992,462.,2020-01-03,Propilitiourasi 100 mg,Tablet,5000,671,3355000
,,,,,,,,,Total:6.927,,Total:4.407.142
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,1005,463.,2020-01-03,Retinol ( Vitimin A ) 100.000 UI,Kapsul,900,334,300600
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,1005,464.,2020-01-03,Retinol ( Vitimin A ) 100.000 UI,Kapsul,2850,356,1014600
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,1005,465.,2020-09-03,Retinol ( Vitimin A ) 100.000 UI,Kapsul,6500,356,2314000
,,,,,,,,,Total:10.250,,Total:3.629.200
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,527,466.,2020-01-03,Retinol (Vitamin A) 200.000 UI,Kapsul,7467,637,4756479
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,527,467.,2020-09-03,Retinol (Vitamin A) 200.000 UI,Kapsul,21700,637,13822900
,,,,,,,,,Total:29.167,,Total:18.579.379
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,540,468.,2020-01-03,Ringer laktat infus steril,Botol,28,7630,213640
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,540,469.,2020-06-16,Ringer laktat infus steril,Botol,6000,7630,45780000
,,,,,,,,,Total:6.028,,Total:45.993.640
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,13505,470.,2020-01-03,Risperidon 2 mg,Tablet,683,287,196021
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,13505,471.,2020-08-25,Risperidon 2 mg,Tablet,4500,287,1291500
,,,,,,,,,Total:5.183,,Total:1.487.521
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,547,472.,2020-01-03,Salbutamol 2 mg,Tablet,2066,1540,3181640
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,547,473.,2020-01-03,Salbutamol 2 mg,Tablet,5000,64,320000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,547,474.,2020-12-10,Salbutamol 2 mg,Tablet,1,2913,2913
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,547,475.,2020-12-10,Salbutamol 2 mg,Tablet,9999,113,1129887
,,,,,,,,,Total:17.066,,Total:4.634.440
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,566,476.,2020-01-03,Salbutamol 4 mg,Tablet,2624,1870,4906880
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,566,477.,2020-12-10,Salbutamol 4 mg,Tablet,1,7418,7418
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,566,478.,2020-12-10,Salbutamol 4 mg,Tablet,9999,118,1179882
,,,,,,,,,Total:12.624,,Total:6.094.180
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,580,479.,2020-01-03,"Salbutamol cairan ih 0,1% (Ventolin Nebules)",Vial,329,15950,5247550
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,580,480.,2020-12-10,"Salbutamol cairan ih 0,1% (Ventolin Nebules)",Vial,1,10117,10117
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,580,481.,2020-12-10,"Salbutamol cairan ih 0,1% (Ventolin Nebules)",Vial,199,10037,1997363
,,,,,,,,,Total:529,,Total:7.255.030
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,606,482.,2020-01-03,Salbutamol syrup 2 mg/5 ml,Botol,334,4446,1484964
,,,,,,,,,Total:334,,Total:1.484.964
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,615,483.,2020-01-03,Salep 2-4,Pot,90,3219,289710
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,615,484.,2020-01-03,Salep 2-4,Pot,120,3219,386280
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,615,485.,2020-08-05,Salep 2-4,Pot,168,3219,540792
,,,,,,,,,Total:378,,Total:1.216.782
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,623,486.,2020-01-03,Salep Lavertrans,Pot,106,8800,932800
,,,,,,,,,Total:106,,Total:932.800
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,839,487.,2020-01-03,Serum Anti Bisa Ular Polivalen inj 5ml,Vial,8,512204,4097632
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,839,488.,2020-01-03,Serum Anti Bisa Ular Polivalen inj 5ml,Vial,20,512204,10244080
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,839,489.,2020-09-03,Serum Anti Bisa Ular Polivalen inj 5ml,Vial,20,512204,10244080
,,,,,,,,,Total:48,,Total:24.585.792
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,847,490.,2020-01-03,Serum Anti Tetanus 1500 UI / biosat,Ampul,3,126500,379500
,,,,,,,,,Total:3,,Total:379.500
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,688,491.,2020-09-03,Sianokobalamin inj 500 mcg,Ampul,300,1160,348000
,,,,,,,,,Total:300,,Total:348.000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,698,492.,2020-01-03,Sianokobalamin tab 50 mcg,Tablet,5550,52,288600
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,698,493.,2020-10-05,Sianokobalamin tab 50 mcg,Tablet,60000,52,3120000
,,,,,,,,,Total:65.550,,Total:3.408.600
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,678,494.,2020-01-03,Simvastatin 10 mg,Tablet,27127,117,3173859
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,678,495.,2020-11-09,Simvastatin 10 mg,Tablet,75000,117,8775000
,,,,,,,,,Total:102.127,,Total:11.948.859
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,2778,496.,2020-07-29,Simvastatin 20 mg,Tablet,19270,237,4566990
,,,,,,,,,Total:19.270,,Total:4.566.990
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,729,497.,2020-01-03,Siprofloksazin 500 mg,Tablet,12810,605,7750050
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,729,498.,2020-12-10,Siprofloksazin 500 mg,Tablet,10000,782,7820000
,,,,,,,,,Total:22.810,,Total:15.570.050
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,776,499.,2020-01-03,Taburia,Sachet,6280,1120,7033600
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,776,500.,2020-01-03,Taburia,Sachet,1,19820,19820
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,776,501.,2020-08-27,Taburia,Sachet,1,8680,8680
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,776,502.,2020-08-27,Taburia,Sachet,45359,1120,50802080
,,,,,,,,,Total:51.641,,Total:57.864.180
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,5151,503.,2020-10-16,Td,Vial,335,18128,6072880
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,5151,504.,2020-11-16,Td,Vial,100,18128,1812800
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,5151,505.,2020-12-01,Td,Vial,30,0,0
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,5151,506.,2020-12-02,Td,Vial,30,0,0
,,,,,,,,,Total:495,,Total:7.885.680
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,801,507.,2020-01-03,"Tetrakain tetes mata 0,5 %",Botol,15,14895,223425
,,,,,,,,,Total:15,,Total:223.425
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,811,508.,2020-12-08,Tetrasiklin 500 mg,Kapsul,200,331,66200
,,,,,,,,,Total:200,,Total:66.200
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,501,509.,2020-01-03,Thiamin (Vitamin B1) tab 50 mg,Tablet,2931,94,275514
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,501,510.,2020-03-30,Thiamin (Vitamin B1) tab 50 mg,Tablet,100,0,0
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,501,511.,2020-04-03,Thiamin (Vitamin B1) tab 50 mg,Tablet,10000,87,870000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,501,512.,2020-10-05,Thiamin (Vitamin B1) tab 50 mg,Tablet,40000,94,3760000
,,,,,,,,,Total:53.031,,Total:4.905.514
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,579,513.,2020-07-16,Trihexyfenidil 2 mg/ Hexymer,Tablet,19945,101,2014445
,,,,,,,,,Total:19.945,,Total:2.014.445
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,597,514.,2020-01-03,Trombophop gel 10 gram,Tube,35,30800,1078000
,,,,,,,,,Total:35,,Total:1.078.000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,605,515.,2020-12-10,Trombophop gel 20 gram,Tube,70,57460,4022200
,,,,,,,,,Total:70,,Total:4.022.200
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,13503,516.,2020-11-16,Vaksin MR,Vial,163,166265,27101195
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,13503,517.,2020-12-23,Vaksin MR,Vial,400,166265,66506000
,,,,,,,,,Total:563,,Total:93.607.195
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,861,518.,2020-07-02,Vaksin Rabies Vero,Syringe,24,165000,3960000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,861,519.,2020-12-18,Vaksin Rabies Vero,Syringe,20,165000,3300000
,,,,,,,,,Total:44,,Total:7.260.000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,639,520.,2020-01-03,Vitamin B kompleks,Tablet,1345,135,181575
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,639,521.,2020-10-05,Vitamin B kompleks,Tablet,175000,135,23625000
,,,,,,,,,Total:176.345,,Total:23.806.575
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,676,522.,2020-01-03,Zinc syr 20 mg/5ml,Botol,645,3285,2118825
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,676,523.,2020-07-30,Zinc syr 20 mg/5ml,Botol,1000,3285,3285000
,,,,,,,,,Total:1.645,,Total:5.403.825
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,685,524.,2020-01-03,Zinc tablet 20 mg,Tablet,13125,604,7927500
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,685,525.,2020-07-30,Zinc tablet 20 mg,Tablet,13900,604,8395600
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,685,526.,2020-07-30,Zinc tablet 20 mg,Tablet,100,604,60400
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,685,527.,2020-08-27,Zinc tablet 20 mg,Tablet,10000,604,6040000
,,,,,,,,,Total:37.125,,Total:22.423.500
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,10448,528.,2020-01-03,asam asetilsalisilat 80 mg,Tablet,333,94,31302
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,10448,529.,2020-06-16,asam asetilsalisilat 80 mg,Tablet,3500,105,367500
,,,,,,,,,Total:3.833,,Total:398.802
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,10447,530.,2020-01-03,"besi fumarat 180 mg + asam 0,4 mg (tambah darah)",Tablet,93535,409,38255815
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,10447,531.,2020-01-03,"besi fumarat 180 mg + asam 0,4 mg (tambah darah)",Tablet,3000,409,1227000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,10447,532.,2020-11-13,"besi fumarat 180 mg + asam 0,4 mg (tambah darah)",Tablet,275000,409,112475000
,,,,,,,,,Total:371.535,,Total:151.957.815
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,10598,533.,2020-12-10,dextrofen syrup,Botol,500,11550,5775000
,,,,,,,,,Total:500,,Total:5.775.000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,10449,534.,2020-04-03,hustab,Tablet,2809,278,780902
,,,,,,,,,Total:2.809,,Total:780.902
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,13518,535.,2020-01-03,mineral mix,Sachet,325,3116,1012700
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,13518,536.,2020-01-03,mineral mix,Sachet,520,3116,1620320
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,13518,537.,2020-10-16,mineral mix,Sachet,1800,3116,5608800
,,,,,,,,,Total:2.645,,Total:8.241.820
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,10460,538.,2020-10-16,polio IPV 5 dosis,Vial,211,144540,30497940
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,10460,539.,2020-11-16,polio IPV 5 dosis,Vial,100,144540,14454000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,10460,540.,2020-12-23,polio IPV 5 dosis,Vial,100,144540,14454000
,,,,,,,,,Total:411,,Total:59.405.940
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,10461,541.,2020-04-21,vaksin haji menivax ACYW,Paket,2,135000,270000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,10461,542.,2020-05-15,vaksin haji menivax ACYW,Paket,25,135000,3375000
,,,,,,,,,Total:27,,Total:3.645.000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Habis Pakai Alat Medik / Bahan dan Alat Kesehatan Habis Pakai,16072,543.,2020-08-25,APD Coverall,pcs,161,330000,53130000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Habis Pakai Alat Medik / Bahan dan Alat Kesehatan Habis Pakai,16072,544.,2020-09-09,APD Coverall,pcs,100,330000,33000000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Habis Pakai Alat Medik / Bahan dan Alat Kesehatan Habis Pakai,16072,545.,2020-09-09,APD Coverall,pcs,100,247000,24700000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Habis Pakai Alat Medik / Bahan dan Alat Kesehatan Habis Pakai,16072,546.,2020-09-16,APD Coverall,pcs,150,247000,37050000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Habis Pakai Alat Medik / Bahan dan Alat Kesehatan Habis Pakai,16072,547.,2020-11-04,APD Coverall,pcs,300,247000,74100000
,,,,,,,,,Total:811,,Total:221.980.000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Habis Pakai Alat Medik / Bahan dan Alat Kesehatan Habis Pakai,16982,548.,2020-05-11,APD Lengkap 7 Item,Set,12,1600000,19200000
,,,,,,,,,Total:12,,Total:19.200.000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Habis Pakai Alat Medik / Bahan dan Alat Kesehatan Habis Pakai,16967,549.,2020-05-11,APD lengkap 4 item,Set,2,995000,1990000
,,,,,,,,,Total:2,,Total:1.990.000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Habis Pakai Alat Medik / Bahan dan Alat Kesehatan Habis Pakai,15960,550.,2020-06-08,APD lengkap 9 item,Paket,21,1700000,35700000
,,,,,,,,,Total:21,,Total:35.700.000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Habis Pakai Alat Medik / Bahan dan Alat Kesehatan Habis Pakai,917,551.,2020-01-30,"Alat Suntik Sekali Pakai 0,05 ml (Prog. Imunisasi)",pcs,118,1565,184670
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Habis Pakai Alat Medik / Bahan dan Alat Kesehatan Habis Pakai,917,552.,2020-07-22,"Alat Suntik Sekali Pakai 0,05 ml (Prog. Imunisasi)",pcs,3200,1518,4857600
,,,,,,,,,Total:3.318,,Total:5.042.270
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Habis Pakai Alat Medik / Bahan dan Alat Kesehatan Habis Pakai,921,553.,2020-10-16,"Alat Suntik Sekali Pakai 0,5 ml (Prog. Imunisasi)",pcs,3982,1090,4340380
,,,,,,,,,Total:3.982,,Total:4.340.380
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Habis Pakai Alat Medik / Bahan dan Alat Kesehatan Habis Pakai,923,554.,2020-01-03,Alat Suntik Sekali Pakai 1 ml,pcs,799,1614,1289586
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Habis Pakai Alat Medik / Bahan dan Alat Kesehatan Habis Pakai,923,555.,2020-01-03,Alat Suntik Sekali Pakai 1 ml,pcs,4000,1430,5720000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Habis Pakai Alat Medik / Bahan dan Alat Kesehatan Habis Pakai,923,556.,2020-06-30,Alat Suntik Sekali Pakai 1 ml,pcs,1500,1430,2145000
,,,,,,,,,Total:6.299,,Total:9.154.586
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Habis Pakai Alat Medik / Bahan dan Alat Kesehatan Habis Pakai,930,557.,2020-01-03,Alat Suntik Sekali Pakai 10 ml,pcs,543,1870,1015410
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Habis Pakai Alat Medik / Bahan dan Alat Kesehatan Habis Pakai,930,558.,2020-06-30,Alat Suntik Sekali Pakai 10 ml,pcs,1200,1870,2244000
,,,,,,,,,Total:1.743,,Total:3.259.410
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Habis Pakai Alat Medik / Bahan dan Alat Kesehatan Habis Pakai,928,559.,2020-01-03,"Alat Suntik Sekali Pakai 2,5 ml / 3 ml",pcs,10489,1138,11936482
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Habis Pakai Alat Medik / Bahan dan Alat Kesehatan Habis Pakai,928,560.,2020-06-30,"Alat Suntik Sekali Pakai 2,5 ml / 3 ml",pcs,15000,1138,17070000
,,,,,,,,,Total:25.489,,Total:29.006.482
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Habis Pakai Alat Medik / Bahan dan Alat Kesehatan Habis Pakai,933,561.,2020-01-03,Alat Suntik Sekali Pakai 5 ml,pcs,8,1600,12800
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Habis Pakai Alat Medik / Bahan dan Alat Kesehatan Habis Pakai,933,562.,2020-01-03,Alat Suntik Sekali Pakai 5 ml,pcs,3000,1600,4800000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Habis Pakai Alat Medik / Bahan dan Alat Kesehatan Habis Pakai,933,563.,2020-06-30,Alat Suntik Sekali Pakai 5 ml,pcs,1500,1600,2400000
,,,,,,,,,Total:4.508,,Total:7.212.800
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Habis Pakai Alat Medik / Bahan dan Alat Kesehatan Habis Pakai,924,564.,2020-01-03,Alat Suntik Sekali Pakai 5 ml (Prog. Imunisasi),pcs,285,1583,451155
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Habis Pakai Alat Medik / Bahan dan Alat Kesehatan Habis Pakai,924,565.,2020-01-30,Alat Suntik Sekali Pakai 5 ml (Prog. Imunisasi),pcs,1200,1500,1800000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Habis Pakai Alat Medik / Bahan dan Alat Kesehatan Habis Pakai,924,566.,2020-08-06,Alat Suntik Sekali Pakai 5 ml (Prog. Imunisasi),pcs,400,1500,600000
,,,,,,,,,Total:1.885,,Total:2.851.155
